,pure_tweet,toxic
517,this is an inaccurate tweet my brother got covid weeks after being fully vaccinated just got covid amp was,0
518,no need to go to dodgy youtube videos to get dangerous misinformation about covid when rtoday gives a platform to,0
519,i went and got tested for my daughter and it turns out i have covid so anyone that came up to me and said gday at the prot,0
520,dark lessons so far from covid world add yours below tyranny isnt a government thing its a people thing,0
521,breaking news ncdc has announced the detection of the omicron covid variant in nigeria the variant was detected in two ni,0
522,omicron covid variant,0
523,people said government are cooking up numbers now were back to all knowing someone with covid,0
524,extremely proud of ms matildakullu asha behen amp covid warrior from odishas sundargarh district who has been featu,0
525,early day but positive pfizer group vaccine slightly less effective with omicron than with delta versus,0
526,seriously there is something rotten in the uk and its not covid,0
527,this is why a distinction must be made between discovery amp origination sa has one of the best medical research eco,0
528,exclusive boris johnson and his downing street staff have been accused of breaking covid rules by attending parties at nu,0
529,guys stay on alert mode omicronvariant,0
530,if you have a diversity initiative amp you dont seem enthused about how youll include home amp bed bound people or peop,0
531,tory mps voted against covid regulations for mask wearing including steve baker graham brady andrew bridgen c,0
532,armenia covid health pass likely to be implemented from january update,0
533,prior infection with sarscov continues to provide protection from reinfection coronavirus cov,0
534,poli sportss it has been done for centuries,0
535,gandersen so what are these mutations doing we dont know and remember what really matters here is the combination of mutations,0
536,but here they call it the south african variant,0
537,according to johns hopkins university jhu the total case count mounted to while the death toll from,0
538,amid concerns over omicron test covid positive in maharashtra after return from highrisk countries no decision yet,0
539,young my colleague tested positive for covid this morning and the first thing he thought to do was come into the office to tell u,0
541,marcus lamb head of daystar a large christian network that discouraged vaccines dies after getting covid https,0
542,junta filed charges again with other lawsuit of corruption against our president u winmyintampstate counselor daw aun,0
543,incredible that south africa was the first to detect it responsibly reported it promptly got slammed by travel bans and,0
544,context from for johnsons slapping down of jennie harries by june uk had had the worst per capit,0
